Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=12049&position=P"">Kyle Hendricks</a>",CHC,Cubs,5,7,4.77362,16,16,0,0,,94.0,402,100,54,50,13,66,25,1,5,1.33023,6.3144,2.39122,2.64067,1.29098,0.163268,0.0618285,0.10143984481692314,,0.267371,0.293673,0.670704,4.52108,1.0085,0.318732,6.0,604.969970703125,17,NL,Kyle Hendricks,12049,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14986&position=P"">Giovanny Gallegos</a>",STL,Cardinals,3,2,3.34996,0,64,3,11,,64.0,261,52,26,24,8,75,17,1,3,1.05818,10.5516,2.31147,4.56487,1.05697,0.288504,0.0632009,0.22530275583267212,,0.212867,0.276357,0.732548,3.19179,0.998878,0.685735,0.0,310.3399963378906,28,NL,Giovanny Gallegos,14986,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=27646&position=P"">Luis L. Ortiz</a>",PIT,Pirates,4,5,4.22896,12,17,0,1,,68.0,292,68,35,32,8,60,23,1,3,1.33919,7.90024,3.04405,2.5953,1.00572,0.203884,0.0785587,0.12532483786344528,,0.255413,0.303545,0.701747,3.96885,0.994654,0.580791,3.0,487.3399963378906,27,NL,Luis L. Ortiz,27646,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19853&position=P"">Michael King</a>",NYY,Yankees,2,1,3.15235,0,50,3,12,,58.0,240,49,22,20,5,65,17,1,3,1.12196,10.0524,2.62612,3.82783,0.734789,0.271812,0.0710093,0.20080246031284332,,0.220312,0.291303,0.736966,2.96308,0.994486,0.78871,0.0,495.239990234375,9,AL,Michael King,19853,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=27472&position=P"">Jared Shuster</a>",ATL,Braves,6,6,4.41571,16,16,0,0,,90.0,381,88,48,44,13,76,27,1,3,1.28321,7.67891,2.67114,2.87476,1.33533,0.20062,0.0697865,0.13083317875862122,,0.251383,0.286769,0.699082,4.32159,0.993121,0.669252,4.0,456.8999938964844,16,NL,Jared Shuster,27472,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14212&position=P"">Josh Hader</a>",SDP,Padres,2,1,3.08959,0,59,32,1,,58.0,236,40,22,20,7,80,21,1,3,1.06005,12.4473,3.32845,3.73967,1.04473,0.340448,0.0910369,0.24941131472587585,,0.189282,0.267366,0.768089,3.1031,0.992344,0.787776,0.0,37.959999084472656,29,NL,Josh Hader,14212,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17968&position=P"">Brock Burke</a>",TEX,Rangers,2,2,3.28953,0,60,5,14,,67.0,280,56,27,25,6,73,22,2,3,1.16447,9.79363,2.98423,3.2818,0.745285,0.262571,0.0800082,0.18256250023841858,,0.220837,0.288434,0.732299,3.13103,0.953184,0.741556,0.0,544.469970703125,13,AL,Brock Burke,17968,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=8779&position=P"">Wade Miley</a>",MIL,Brewers,6,8,4.80026,20,22,0,0,,112.0,490,119,64,60,14,77,41,1,5,1.43063,6.1661,3.28485,1.87714,1.11342,0.1564,0.0833185,0.07308164238929749,,0.268171,0.297616,0.681688,4.57088,0.95174,0.385521,8.0,540.280029296875,23,NL,Wade Miley,8779,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11861&position=P"">Jason Adam</a>",TBR,Rays,3,2,3.41009,0,62,9,11,,60.0,247,46,25,23,6,73,21,1,4,1.12339,10.9679,3.17838,3.4508,0.964989,0.294605,0.0853729,0.20923177152872086,,0.206929,0.276678,0.732645,3.3121,0.950951,0.576434,0.0,290.7099914550781,12,AL,Jason Adam,11861,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20020&position=P"">John Schreiber</a>",BOS,Red Sox,3,2,3.3793,0,61,2,14,,63.0,264,55,26,24,5,66,21,1,3,1.19184,9.34153,2.92519,3.19348,0.683616,0.248654,0.0778631,0.17079117894172668,,0.228111,0.294429,0.722592,3.14676,0.945335,0.631952,0.0,564.3499755859375,3,AL,John Schreiber,20020,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11423&position=P"">José Quintana</a>",NYM,Mets,4,4,4.3705,12,13,0,0,,65.0,278,65,34,31,7,56,23,1,2,1.35682,7.78034,3.18197,2.44513,1.02836,0.200434,0.0819726,0.11846096813678741,,0.255611,0.301743,0.695552,4.03307,0.939529,0.53947,4.0,558.0,25,NL,José Quintana,11423,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=7005&position=P"">Ryan Pressly</a>",HOU,Astros,2,1,3.14995,0,56,30,3,,55.0,225,47,21,19,5,65,13,1,2,1.09743,10.6411,2.18555,4.86883,0.862208,0.290587,0.0596832,0.2309040203690529,,0.225558,0.302228,0.744345,2.83315,0.927098,0.73231,0.0,55.650001525878906,21,AL,Ryan Pressly,7005,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12447&position=P"">Seth Lugo</a>",SDP,Padres,5,5,4.33448,12,40,0,1,,95.0,405,93,49,46,13,89,30,1,4,1.29063,8.41362,2.82738,2.97576,1.24891,0.218857,0.0735464,0.1453101634979248,,0.249709,0.295297,0.702938,4.12988,0.89885,0.570282,3.0,462.5299987792969,29,NL,Seth Lugo,12447,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17130&position=P"">Raisel Iglesias</a>",ATL,Braves,3,1,3.23074,0,53,26,2,,53.0,214,44,21,19,6,63,12,1,2,1.04813,10.6903,1.96597,5.43768,1.03308,0.293564,0.0539871,0.23957732692360878,,0.219014,0.287607,0.740543,3.00265,0.89505,0.624381,0.0,64.20999908447266,16,NL,Raisel Iglesias,17130,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=25388&position=P"">Cody Morris</a>",CLE,Guardians,3,3,3.73694,5,41,0,4,,60.0,253,51,27,25,7,69,22,1,3,1.20669,10.2594,3.28089,3.12701,1.03416,0.271784,0.0869151,0.18486883491277695,,0.222642,0.28771,0.722934,3.56158,0.893734,0.611012,1.0,573.760009765625,5,AL,Cody Morris,25388,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11847&position=P"">Chris Martin</a>",BOS,Red Sox,2,2,3.5393,0,60,2,15,,58.0,235,55,25,23,7,62,9,1,2,1.10051,9.62047,1.39159,6.91329,1.02402,0.262034,0.0379029,0.2241310179233551,,0.243185,0.307407,0.713493,3.02311,0.891584,0.468925,0.0,568.5499877929688,3,AL,Chris Martin,11847,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20151&position=P"">James Karinchak</a>",CLE,Guardians,2,2,3.37044,0,58,2,13,,59.0,245,42,24,22,6,81,28,1,3,1.18472,12.3995,4.28077,2.89656,0.89113,0.329674,0.113816,0.21585799008607864,,0.194115,0.280343,0.744987,3.22273,0.887591,0.628891,0.0,404.17999267578125,5,AL,James Karinchak,20151,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=7531&position=P"">Collin McHugh</a>",ATL,Braves,3,2,3.68121,1,54,1,13,,61.0,254,55,27,25,7,67,16,1,3,1.16996,9.92275,2.41663,4.10603,0.994267,0.264207,0.0643461,0.19986098259687424,,0.234145,0.299957,0.714555,3.31258,0.884762,0.471154,0.0,671.260009765625,16,NL,Collin McHugh,7531,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12988&position=P"">Andrew Chafin</a>",ARI,Diamondbacks,2,2,3.38058,0,63,8,11,,60.0,249,53,24,22,5,61,18,1,3,1.18969,9.20851,2.76621,3.32892,0.703698,0.245912,0.0738713,0.17204079777002335,,0.231538,0.296798,0.724854,3.13235,0.881924,0.682586,0.0,563.97998046875,15,NL,Andrew Chafin,12988,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19343&position=P"">A.J. Puk</a>",MIA,Marlins,3,2,3.5798,0,66,7,11,,69.0,291,59,30,27,6,78,25,2,4,1.22928,10.123,3.31378,3.05482,0.78075,0.266504,0.0872404,0.17926319688558578,,0.226744,0.299424,0.719601,3.25932,0.877305,0.530602,0.0,367.0299987792969,20,NL,A.J. Puk,19343,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=9323&position=P"">Patrick Corbin</a>",WSN,Nationals,6,12,5.25021,27,27,0,0,,150.0,658,168,95,87,23,112,49,1,5,1.45639,6.74621,2.96877,2.2724,1.40622,0.170273,0.0749312,0.09534209221601486,,0.278909,0.309675,0.666066,4.73399,0.871928,-0.331024,11.0,647.2999877929688,24,NL,Patrick Corbin,9323,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20367&position=P"">Brusdar Graterol</a>",LAD,Dodgers,3,1,3.05079,0,58,6,13,,60.0,244,52,22,20,3,50,15,1,4,1.12598,7.62579,2.24564,3.39583,0.526129,0.20659,0.0608365,0.1457536295056343,,0.23128,0.28365,0.726064,3.1131,0.867362,0.896324,0.0,368.45001220703125,22,NL,Brusdar Graterol,20367,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19680&position=P"">Sixto Sánchez</a>",MIA,Marlins,2,2,3.29984,4,25,0,1,,41.0,168,38,16,15,3,37,9,1,2,1.12485,7.99718,1.87679,4.2611,0.657117,0.21685,0.0508905,0.16595902666449547,,0.238175,0.292239,0.711683,3.03566,0.865805,0.711049,1.0,630.469970703125,20,NL,Sixto Sánchez,19680,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17734&position=P"">Evan Phillips</a>",LAD,Dodgers,3,1,3.44993,0,62,9,12,,63.0,265,51,26,24,6,77,24,1,4,1.18149,11.0262,3.40013,3.24289,0.86128,0.292901,0.090321,0.20258013904094696,,0.214952,0.292789,0.731014,3.23766,0.862016,0.631908,0.0,211.72000122070312,22,NL,Evan Phillips,17734,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=25756&position=P"">Matt Brash</a>",SEA,Mariners,2,2,3.04867,0,56,2,12,,59.0,246,43,22,20,5,73,27,1,3,1.18335,11.0606,4.06208,2.72288,0.699964,0.295765,0.108622,0.1871427223086357,,0.200414,0.278901,0.760247,3.1736,0.860208,0.84228,0.0,491.6600036621094,11,AL,Matt Brash,25756,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=18331&position=P"">James Kaprielian</a>",OAK,Athletics,7,13,4.92056,26,27,0,0,,143.0,620,140,84,78,21,108,57,1,7,1.37664,6.79871,3.5698,1.90451,1.34796,0.173635,0.0911708,0.0824645385146141,,0.250993,0.276806,0.675469,4.88696,0.858648,0.289265,9.0,581.1799926757812,10,AL,James Kaprielian,18331,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=7593&position=P"">Jordan Lyles</a>",KCR,Royals,9,13,5.25944,29,29,0,0,,164.0,719,181,103,96,27,108,52,1,7,1.42677,5.95742,2.85446,2.08706,1.45868,0.150522,0.0721216,0.078400157392025,,0.274776,0.294794,0.665168,4.97371,0.850717,-0.279114,13.0,586.02001953125,7,AL,Jordan Lyles,7593,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19996&position=P"">Dylan Lee</a>",ATL,Braves,3,1,3.23073,0,55,0,12,,57.0,235,48,22,21,6,64,16,1,2,1.10351,10.0616,2.48547,4.04815,0.908807,0.273204,0.0674886,0.2057156190276146,,0.218705,0.283294,0.740709,3.11643,0.85023,0.733982,0.0,720.5399780273438,16,NL,Dylan Lee,19996,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11189&position=P"">Vince Velasquez</a>",PIT,Pirates,5,8,4.94613,17,22,0,1,,109.0,480,110,65,60,17,97,45,1,6,1.41612,8.04651,3.67814,2.18766,1.38482,0.202998,0.0927922,0.11020548641681671,,0.255755,0.295235,0.68535,4.72015,0.849759,0.0712478,6.0,703.0,27,NL,Vince Velasquez,11189,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=sa3014810&position=P"">Gavin Stone</a>",LAD,Dodgers,2,2,3.57107,4,19,0,0,,42.0,175,37,18,17,4,47,13,1,2,1.20325,10.1216,2.86754,3.52972,0.852628,0.268891,0.0761792,0.19271203130483627,,0.231625,0.30382,0.722737,3.18441,0.838189,0.591827,1.0,999.0,22,NL,Gavin Stone,sa3014810,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=26260&position=P"">Drey Jameson</a>",ARI,Diamondbacks,4,5,4.4568,11,34,0,1,,82.0,354,83,44,41,10,72,27,1,4,1.34857,7.91855,2.95578,2.67901,1.09154,0.203601,0.0759988,0.12760232388973236,,0.258955,0.305907,0.690977,4.07509,0.837118,0.335222,3.0,402.6199951171875,15,NL,Drey Jameson,26260,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=10078&position=P"">Caleb Thielbar</a>",MIN,Twins,3,2,3.62966,0,57,1,12,,57.0,239,48,25,23,6,70,19,1,2,1.1882,11.0107,3.04268,3.61876,0.98812,0.292266,0.0807642,0.2115020900964737,,0.222969,0.298577,0.724125,3.21253,0.834973,0.415279,0.0,745.3300170898438,8,AL,Caleb Thielbar,10078,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=3096&position=P"">Kenley Jansen</a>",BOS,Red Sox,3,2,3.5895,0,61,30,3,,60.0,248,47,26,24,7,72,20,1,3,1.11034,10.7576,2.96977,3.62239,1.09734,0.290791,0.0802761,0.21051526814699173,,0.209054,0.272575,0.722295,3.4398,0.819615,0.47052,0.0,74.56999969482422,3,AL,Kenley Jansen,3096,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13892&position=P"">Paul Sewald</a>",SEA,Mariners,2,2,3.45932,0,60,20,7,,60.0,245,47,25,23,8,75,17,1,3,1.07388,11.2162,2.58009,4.34719,1.2513,0.305335,0.0702373,0.23509735614061356,,0.209754,0.273755,0.746317,3.41315,0.814748,0.576506,0.0,158.5399932861328,11,AL,Paul Sewald,13892,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=25007&position=P"">Alex Vesia</a>",LAD,Dodgers,3,1,3.37953,0,60,5,11,,58.0,242,44,24,22,7,77,22,1,2,1.14225,11.8819,3.46191,3.43219,1.03682,0.318723,0.0928629,0.22586051374673843,,0.203872,0.281676,0.749537,3.24812,0.803947,0.574899,0.0,518.7999877929688,22,NL,Alex Vesia,25007,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16122&position=P"">Jordan Romano</a>",TOR,Blue Jays,2,2,3.49992,0,61,32,1,,63.0,260,51,26,24,7,70,21,1,4,1.15254,10.0562,3.00981,3.34114,0.937847,0.269236,0.0805822,0.1886541023850441,,0.21779,0.281634,0.72741,3.4133,0.802381,0.631952,0.0,47.040000915527344,14,AL,Jordan Romano,16122,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17780&position=P"">José Alvarado</a>",PHI,Phillies,2,1,3.00074,0,59,5,12,,56.0,238,42,20,19,3,72,30,2,3,1.28393,11.6238,4.78806,2.42767,0.499993,0.304229,0.125317,0.178911492228508,,0.20556,0.301351,0.76408,3.01371,0.798645,0.893049,0.0,484.2799987792969,26,NL,José Alvarado,17780,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=12808&position=P"">Mike Clevinger</a>",CHW,White Sox,6,8,4.79276,19,19,0,0,,101.0,434,99,58,54,17,84,34,1,4,1.31552,7.47461,3.01231,2.48136,1.48072,0.193238,0.0778758,0.11536183208227158,,0.250141,0.278978,0.684931,4.72065,0.795853,0.340951,6.0,383.7300109863281,4,AL,Mike Clevinger,12808,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=15761&position=P"">Joe Jiménez</a>",ATL,Braves,3,2,3.66956,0,61,2,14,,59.0,247,48,26,24,7,74,21,1,3,1.1667,11.3083,3.17012,3.56716,1.06907,0.300382,0.0842075,0.21617428958415985,,0.215945,0.290306,0.723219,3.37767,0.76265,0.416838,0.0,571.969970703125,16,NL,Joe Jiménez,15761,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=sa3014807&position=P"">Eury Pérez</a>",MIA,Marlins,2,3,3.85002,7,9,0,0,,42.0,175,37,19,18,5,42,13,0,2,1.1813,9.0239,2.68708,3.35826,1.111,0.240176,0.0715182,0.16865821927785873,,0.230832,0.281422,0.713372,3.76346,0.760402,0.643375,2.0,999.0,20,NL,Eury Pérez,sa3014807,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16258&position=P"">Aaron Bummer</a>",CHW,White Sox,2,1,2.97033,0,56,3,12,,53.0,219,45,19,17,3,52,19,1,2,1.20983,8.89241,3.20777,2.77214,0.443432,0.238177,0.0859181,0.1522592082619667,,0.227846,0.296924,0.745656,2.98528,0.755858,0.837546,0.0,697.3800048828125,4,AL,Aaron Bummer,16258,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16609&position=P"">Bryan Abreu</a>",HOU,Astros,2,2,3.38013,0,58,1,16,,61.0,261,47,25,23,5,78,31,1,4,1.26918,11.4373,4.56251,2.50681,0.755416,0.298522,0.119085,0.17943744361400604,,0.206635,0.29061,0.749564,3.36661,0.754964,0.630491,0.0,481.57000732421875,21,AL,Bryan Abreu,16609,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16587&position=P"">Erik Swanson</a>",TOR,Blue Jays,3,2,3.78424,1,58,2,13,,59.0,244,52,27,25,8,66,14,1,2,1.11766,10.1076,2.1699,4.6581,1.2798,0.272525,0.0585056,0.21401924639940262,,0.228366,0.285395,0.720518,3.56264,0.752776,0.358892,0.0,526.739990234375,14,AL,Erik Swanson,16587,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16401&position=P"">Yonny Chirinos</a>",TBR,Rays,4,4,4.04794,8,33,5,1,,73.0,307,71,36,33,10,58,18,1,3,1.2158,7.15543,2.24907,3.1815,1.18494,0.18963,0.0596037,0.13002583757042885,,0.247702,0.280631,0.705105,4.11341,0.743805,0.561862,2.0,596.2100219726562,12,AL,Yonny Chirinos,16401,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=31839&position=P"">Shintaro Fujinami</a>",OAK,Athletics,5,10,5.03351,21,25,0,1,,126.0,565,122,76,71,16,112,68,1,10,1.50133,7.99901,4.81527,1.66117,1.11982,0.198802,0.119676,0.07912663370370865,,0.250316,0.295695,0.679071,4.78351,0.742531,0.0244425,7.0,999.0,10,AL,Shintaro Fujinami,31839,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=1247&position=P"">Adam Ottavino</a>",NYM,Mets,3,2,3.75019,0,66,8,12,,64.0,270,50,29,27,6,78,28,1,4,1.21648,10.8884,3.97411,2.73982,0.828862,0.28764,0.104985,0.18265502899885178,,0.209243,0.28433,0.704889,3.39792,0.739989,0.368059,0.0,456.1600036621094,25,NL,Adam Ottavino,1247,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22207&position=P"">DL Hall</a>",BAL,Orioles,2,2,3.57662,4,32,0,9,,48.0,206,39,20,19,4,60,23,1,2,1.30925,11.3187,4.40263,2.57089,0.82108,0.29311,0.114011,0.17909909784793854,,0.21841,0.302943,0.745963,3.39093,0.722796,0.662097,1.0,527.1599731445312,2,AL,DL Hall,22207,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=16918&position=P"">Luke Weaver</a>",CIN,Reds,4,8,5.18104,16,21,0,0,,89.0,393,98,56,51,15,81,29,1,4,1.4247,8.12126,2.94858,2.7543,1.46477,0.205092,0.0744623,0.130629301071167,,0.27217,0.315039,0.671736,4.53026,0.721774,-0.233308,5.0,745.2899780273438,18,NL,Luke Weaver,16918,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17755&position=P"">Drew Smith</a>",NYM,Mets,2,2,3.50083,0,55,2,11,,56.0,233,46,24,22,6,61,18,1,3,1.1358,9.81138,2.85079,3.44163,1.00427,0.263451,0.0765484,0.18690285086631775,,0.21713,0.275234,0.728842,3.48027,0.72057,0.467428,0.0,749.7000122070312,25,NL,Drew Smith,17755,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=11804&position=P"">Héctor Neris</a>",HOU,Astros,3,2,3.61968,0,62,2,13,,61.0,253,50,26,24,7,73,21,1,3,1.1782,10.8584,3.16018,3.436,1.05075,0.288898,0.0840797,0.2048185095191002,,0.219504,0.290558,0.730596,3.44196,0.718653,0.52424,0.0,633.7000122070312,21,AL,Héctor Neris,11804,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21992&position=P"">Camilo Doval</a>",SFG,Giants,3,2,3.51,0,65,34,2,,65.0,278,55,27,25,4,72,31,1,4,1.34335,9.98016,4.35487,2.29173,0.600081,0.257247,0.112251,0.14499689638614655,,0.228019,0.305659,0.736523,3.38541,0.717214,0.633391,0.0,78.79000091552734,30,NL,Camilo Doval,21992,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=22487&position=P"">Johan Oviedo</a>",PIT,Pirates,5,6,4.59089,14,29,0,1,,83.0,364,83,45,42,9,71,37,1,5,1.44439,7.68571,4.00137,1.92077,1.01919,0.19356,0.100772,0.0927877426147461,,0.256056,0.301817,0.695136,4.39866,0.69828,0.390993,4.0,637.5700073242188,27,NL,Johan Oviedo,22487,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=17586&position=P"">Tanner Scott</a>",MIA,Marlins,2,2,3.53029,0,62,7,10,,60.0,259,50,25,24,4,73,31,1,4,1.34991,11.0036,4.62593,2.37869,0.598955,0.282557,0.118787,0.16377002000808716,,0.222781,0.312368,0.735872,3.25679,0.696228,0.576434,0.0,556.9600219726562,20,NL,Tanner Scott,17586,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21420&position=P"">Yerry De Los Santos</a>",PIT,Pirates,2,1,3.12073,0,41,0,1,,42.0,171,36,16,14,3,42,11,1,2,1.13444,9.19975,2.48978,3.69501,0.66641,0.248585,0.0672759,0.1813092827796936,,0.226642,0.291511,0.73544,3.01228,0.693992,0.563253,0.0,748.27001953125,27,NL,Yerry De Los Santos,21420,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=20160&position=P"">Nate Pearson</a>",TOR,Blue Jays,3,2,3.66888,4,41,0,7,,60.0,249,48,26,24,8,65,22,1,3,1.17056,9.81633,3.34597,2.93378,1.1548,0.26182,0.0892434,0.17257699370384216,,0.213416,0.265656,0.737847,3.86805,0.693117,0.681646,1.0,594.010009765625,14,AL,Nate Pearson,20160,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21367&position=P"">Peter Strzelecki</a>",MIL,Brewers,2,2,3.85058,0,58,1,14,,62.0,260,53,29,26,8,73,21,2,3,1.19707,10.5948,3.06439,3.45741,1.12071,0.279906,0.0809583,0.19894758611917496,,0.224431,0.291082,0.717978,3.54392,0.692379,0.261085,0.0,732.4299926757812,23,NL,Peter Strzelecki,21367,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=13896&position=P"">Chris Flexen</a>",SEA,Mariners,4,5,4.43998,9,46,0,4,,87.0,371,88,46,43,11,65,25,2,3,1.30135,6.70961,2.59882,2.58179,1.17846,0.174338,0.0675259,0.10681165754795074,,0.255975,0.286309,0.687258,4.28492,0.690324,0.289255,2.0,624.1199951171875,11,AL,Chris Flexen,13896,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19883&position=P"">Alex Lange</a>",DET,Tigers,2,2,3.8103,0,63,21,5,,63.0,269,54,29,27,5,70,28,1,4,1.30509,9.97871,3.98265,2.50555,0.772633,0.258522,0.10318,0.15534234791994095,,0.227867,0.299797,0.713103,3.52102,0.682196,0.314547,0.0,213.08999633789062,6,AL,Alex Lange,19883,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=9761&position=P"">Joe Kelly</a>",CHW,White Sox,2,2,3.29342,0,59,3,11,,56.0,234,45,22,20,4,62,23,1,4,1.23307,9.97074,3.7641,2.6489,0.651733,0.263219,0.0993689,0.1638496294617653,,0.218803,0.291857,0.738873,3.29267,0.680123,0.679618,0.0,726.6099853515625,4,AL,Joe Kelly,9761,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=23488&position=P"">Ron Marinaccio</a>",NYY,Yankees,2,1,3.4908,0,53,1,12,,56.0,233,43,23,22,6,69,22,1,3,1.17148,11.062,3.60851,3.06553,0.945366,0.294249,0.0959862,0.1982625499367714,,0.207052,0.278764,0.733992,3.38671,0.678139,0.573597,0.0,711.0399780273438,9,AL,Ron Marinaccio,23488,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21537&position=P"">Daniel Lynch</a>",KCR,Royals,3,6,5.11038,14,16,0,0,,73.0,323,80,44,41,10,59,28,1,3,1.48785,7.32774,3.42472,2.13966,1.21415,0.183186,0.0856148,0.09757158160209656,,0.275247,0.316344,0.673486,4.50259,0.674019,0.019945,5.0,675.4600219726562,7,AL,Daniel Lynch,21537,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=sa3017880&position=P"">Andrew Painter</a>",PHI,Phillies,2,2,3.78322,6,6,0,0,,32.0,134,29,15,14,4,33,9,0,1,1.19565,9.37339,2.63312,3.5598,1.06555,0.248818,0.0698967,0.17892146855592728,,0.234771,0.292056,0.719225,3.58586,0.664156,0.451598,1.0,999.0,26,NL,Andrew Painter,sa3017880,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14857&position=P"">Joe Mantiply</a>",ARI,Diamondbacks,2,2,3.95025,0,62,1,6,,58.0,245,57,27,25,5,54,16,1,2,1.28037,8.48213,2.54724,3.32993,0.816828,0.221643,0.0665609,0.15508243441581726,,0.253945,0.313243,0.697083,3.38157,0.655516,0.257806,0.0,606.9299926757812,15,NL,Joe Mantiply,14857,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21132&position=P"">Alexis Díaz</a>",CIN,Reds,3,2,3.8206,0,69,26,3,,70.0,295,56,32,30,9,87,29,2,4,1.21693,11.2798,3.68401,3.06184,1.16274,0.296361,0.096792,0.1995691955089569,,0.214617,0.28499,0.729955,3.68352,0.65424,0.372925,0.0,121.8499984741211,18,NL,Alexis Díaz,21132,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=14993&position=P"">Scott Barlow</a>",KCR,Royals,2,2,3.94974,0,67,25,5,,69.0,292,63,33,30,8,73,23,1,3,1.25837,9.55325,3.05146,3.13071,0.984059,0.249867,0.0798116,0.17005562782287598,,0.23821,0.30128,0.707784,3.57751,0.652898,0.214223,0.0,131.19000244140625,7,AL,Scott Barlow,14993,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=21205&position=P"">Connor Brogdon</a>",PHI,Phillies,2,1,3.68876,0,58,0,7,,57.0,238,50,25,23,7,58,17,1,3,1.16716,9.05377,2.67922,3.37926,1.05343,0.242022,0.0716201,0.1704024150967598,,0.227917,0.27952,0.720015,3.64717,0.642354,0.415263,0.0,748.6599731445312,26,NL,Connor Brogdon,21205,,2023-04-16 10:12:10.724957
"<a href=""statss.aspx?playerid=19932&position=P"">Trevor Stephan</a>",CLE,Guardians,2,2,3.88995,0,57,1,15,,61.0,260,53,29,26,7,72,23,1,4,1.23087,10.5043,3.32317,3.16093,0.992473,0.275222,0.0870701,0.18815232068300247,,0.226599,0.297564,0.706453,3.52664,0.635767,0.207666,0.0,648.8900146484375,5,AL,Trevor Stephan,19932,,2023-04-16 10:12:10.724957
