Name,Team,ShortName,W,L,ERA,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,playerid,.,date
"<a href=""statss.aspx?playerid=23798&position=P"">Randy Dobnak</a>",MIN,Twins,0,0,4.03922,0,8,0,1,,9.0,39,9,4,4,1,6,2,0,0,1.30111,5.99606,2.42814,2.4694,0.770115,0.156464,0.0633612,0.0931030511856079,,0.261778,0.296672,0.690062,3.84747,0.0578542,0.0600219,0.0,999.0,8,AL,Randy Dobnak,23798,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=11490&position=P"">Aaron Sanchez</a>",MIN,Twins,1,1,4.96122,2,15,0,1,,23.0,102,25,14,13,3,16,9,0,2,1.45508,6.25274,3.45135,1.81168,1.00766,0.157084,0.0867062,0.0703775510191917,,0.26981,0.303205,0.663669,4.53183,0.0577192,-0.139064,1.0,999.0,8,AL,Aaron Sanchez,11490,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20323&position=P"">Erich Uelmen</a>",PHI,Phillies,1,1,4.27178,0,23,0,1,,25.0,108,24,13,12,3,23,11,1,2,1.38471,8.37109,3.85755,2.17005,0.985858,0.213028,0.0981675,0.1148610338568687,,0.247524,0.29988,0.705503,4.18683,0.0575195,-0.0316462,0.0,999.0,26,NL,Erich Uelmen,20323,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa928510&position=P"">Luis Medina</a>",OAK,Athletics,1,1,4.34659,1,11,0,0,,13.0,57,11,7,6,1,13,8,0,1,1.45538,8.93104,5.28053,1.69132,0.852693,0.225205,0.133154,0.0920512378215789,,0.231295,0.290013,0.706628,4.31166,0.0564606,0.00190631,0.0,999.0,10,AL,Luis Medina,sa928510,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17888&position=P"">Tayler Saucedo</a>",SEA,Mariners,0,0,3.8806,0,12,0,1,,10.0,41,9,5,4,1,9,3,0,0,1.29044,8.39169,3.21796,2.60776,0.919552,0.218894,0.0839395,0.1349548771977424,,0.242109,0.294727,0.715454,3.79528,0.0542622,0.00823897,0.0,999.0,11,AL,Tayler Saucedo,17888,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12323&position=P"">Jacob Barnes</a>",TEX,Rangers,1,0,4.30084,0,15,0,1,,15.0,66,15,8,7,2,13,6,0,1,1.32663,7.77466,3.25292,2.39006,1.01571,0.201113,0.0841456,0.1169671714305877,,0.248444,0.293075,0.692485,4.08308,0.0538196,-0.0398584,0.0,999.0,13,AL,Jacob Barnes,12323,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3014534&position=P"">Mick Abel</a>",PHI,Phillies,0,1,4.61868,1,3,0,0,,7.0,31,7,4,4,1,7,3,0,0,1.36488,8.24545,3.51193,2.34784,1.26419,0.210547,0.0896769,0.120870217680931,,0.249625,0.292918,0.694335,4.44664,0.0535653,0.00428892,0.0,999.0,26,NL,Mick Abel,sa3014534,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21652&position=P"">Elvis Peguero</a>",MIL,Brewers,0,0,4.11246,0,8,0,1,,9.0,38,8,4,4,1,8,3,0,0,1.27286,8.41317,3.12874,2.68899,1.0096,0.219792,0.0817378,0.1380545571446418,,0.240101,0.289701,0.698434,3.9,0.0533223,0.0600219,0.0,999.0,23,NL,Elvis Peguero,21652,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12800&position=P"">Noé Ramirez</a>",,,1,1,4.3717,0,20,0,0,,20.0,85,18,10,10,3,20,7,0,1,1.2864,9.1238,3.40259,2.68143,1.30522,0.236562,0.0882225,0.1483397632837295,,0.236053,0.28384,0.701602,4.28234,0.0532497,0.0164856,0.0,999.0,-1,,Noé Ramirez,12800,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3008244&position=P"">Ryan Rolison</a>",COL,Rockies,1,1,5.3905,3,4,0,0,,13.0,57,15,8,8,2,9,4,0,0,1.45818,6.58437,2.75108,2.39337,1.52743,0.165552,0.0691711,0.0963812321424484,,0.282793,0.309625,0.664498,4.88653,0.0527754,-0.0190349,1.0,999.0,19,NL,Ryan Rolison,sa3008244,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13763&position=P"">Dominic Leone</a>",TEX,Rangers,1,1,4.47119,0,27,0,1,,26.0,112,24,14,13,4,26,10,1,1,1.34285,9.05075,3.62055,2.49983,1.24081,0.232408,0.0929696,0.1394382268190384,,0.242544,0.293555,0.700496,4.24086,0.0517559,-0.082996,0.0,999.0,13,AL,Dominic Leone,13763,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16835&position=P"">Brennan Bernardino</a>",SEA,Mariners,1,1,4.19248,0,17,0,1,,18.0,78,17,9,8,2,17,8,1,1,1.35291,8.68211,3.82875,2.26761,1.01129,0.222721,0.0982183,0.1245024055242538,,0.240978,0.294076,0.708399,4.09118,0.0495406,0.0148395,0.0,999.0,11,AL,Brennan Bernardino,16835,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21111&position=P"">Miguel Yajure</a>",SFG,Giants,0,0,4.42377,0,4,0,0,,9.0,39,9,5,4,1,7,3,0,0,1.37472,7.37041,3.10204,2.37599,0.924538,0.188367,0.0792794,0.1090876758098602,,0.260431,0.305694,0.683704,3.98715,0.0493063,-0.0442362,0.0,999.0,30,NL,Miguel Yajure,21111,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=4301&position=P"">Justin Wilson</a>",MIL,Brewers,1,0,4.31217,0,14,0,1,,13.0,58,12,7,6,1,13,6,0,1,1.36827,8.47637,4.08655,2.07421,1.01343,0.217232,0.10473,0.1125024184584617,,0.238413,0.288333,0.70281,4.1956,0.0491562,-0.0415092,0.0,999.0,23,NL,Justin Wilson,4301,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3011431&position=P"">Chris Murphy</a>",BOS,Red Sox,0,0,4.01951,0,9,0,0,,9.0,41,9,5,4,1,9,4,0,0,1.30972,8.83824,3.64886,2.42219,0.986142,0.228886,0.0944952,0.1343904063105583,,0.235644,0.289417,0.713634,3.93158,0.0490905,-0.0447132,0.0,999.0,3,AL,Chris Murphy,sa3011431,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=22343&position=P"">A.J. Alexy</a>",CHW,White Sox,1,1,4.50573,1,15,0,1,,21.0,92,18,11,10,3,20,11,0,1,1.40595,8.83886,4.87229,1.81411,1.18874,0.223572,0.12324,0.1003311276435852,,0.228194,0.273871,0.710042,4.67714,0.0467779,0.0204246,0.0,999.0,4,AL,A.J. Alexy,22343,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19976&position=P"">Tyson Miller</a>",MIL,Brewers,0,0,4.09894,0,5,0,1,,6.0,24,5,3,3,1,6,2,0,0,1.26461,9.40697,3.44004,2.73455,1.13018,0.245442,0.0897558,0.1556861847639084,,0.230728,0.285205,0.70939,3.95696,0.0467524,0.00494845,0.0,999.0,23,NL,Tyson Miller,19976,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19583&position=P"">Sean Poppen</a>",SDP,Padres,1,0,4.42817,0,15,0,0,,15.0,68,15,8,8,2,14,6,0,1,1.40616,8.07494,3.72961,2.16509,0.905187,0.204336,0.0943777,0.1099583134055137,,0.254049,0.306668,0.689565,4.08676,0.0466619,-0.0398584,0.0,999.0,29,NL,Sean Poppen,19583,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3008662&position=P"">Cole Winn</a>",TEX,Rangers,0,0,4.60093,1,3,0,0,,7.0,29,6,4,3,1,6,3,0,0,1.38593,7.79743,4.0509,1.92486,1.14023,0.198497,0.103122,0.0953741073608398,,0.24235,0.282086,0.691227,4.53641,0.0450497,0.00428892,0.0,999.0,13,AL,Cole Winn,sa3008662,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12249&position=P"">Ryan Sherriff</a>",BOS,Red Sox,1,1,4.50908,0,17,0,1,,17.0,72,17,9,8,2,14,6,0,1,1.41219,7.7928,3.42494,2.27531,1.00932,0.197766,0.0869184,0.11084795743227,,0.261257,0.309516,0.691749,4.12698,0.0449477,-0.0382259,0.0,999.0,3,AL,Ryan Sherriff,12249,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16209&position=P"">Jake Reed</a>",LAD,Dodgers,0,0,4.44436,0,11,0,1,,11.0,47,10,6,5,1,11,4,0,1,1.34922,8.80722,3.66004,2.40632,1.05158,0.224754,0.0934017,0.131352350115776,,0.243078,0.29679,0.687676,4.10364,0.0448354,-0.0431059,0.0,999.0,22,NL,Jake Reed,16209,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13397&position=P"">Sam Selman</a>",,,0,0,4.19164,0,12,0,0,,11.0,49,10,6,5,1,11,5,0,1,1.2972,8.77406,3.871,2.26661,1.05656,0.227351,0.100304,0.1270464807748794,,0.228413,0.277269,0.699829,4.16455,0.0442801,-0.043135,0.0,999.0,-1,,Sam Selman,13397,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=3240&position=P"">Zack Britton</a>",,,1,1,3.50834,0,13,0,0,,12.0,53,11,5,5,1,9,6,0,1,1.40814,6.98106,4.46558,1.5633,0.447807,0.179372,0.114739,0.0646329894661903,,0.24154,0.292254,0.735721,3.85409,0.0436251,0.115267,0.0,731.1900024414062,-1,,Zack Britton,3240,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18333&position=P"">Alex Young</a>",CIN,Reds,1,1,4.53068,0,30,0,6,,34.0,146,34,18,17,5,32,12,1,1,1.36624,8.42414,3.2695,2.57658,1.23656,0.215672,0.0837047,0.1319672465324401,,0.254891,0.302491,0.698104,4.24193,0.0428392,-0.0763727,0.0,999.0,18,NL,Alex Young,18333,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa877578&position=P"">Alan Rangel</a>",ATL,Braves,0,0,4.1729,0,5,0,0,,5.0,23,5,3,3,1,6,2,0,0,1.28254,9.70986,2.98838,3.2492,1.1209,0.252,0.0775575,0.1744425520300865,,0.243396,0.305713,0.700608,3.70204,0.0427394,-0.0478296,0.0,999.0,16,NL,Alan Rangel,sa877578,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13293&position=P"">Danny Coulombe</a>",BAL,Orioles,1,1,4.45954,0,19,0,1,,20.0,86,19,11,10,2,19,8,0,1,1.39016,8.47567,3.60298,2.3524,1.07239,0.215807,0.091739,0.1240680217742919,,0.252851,0.305095,0.697669,4.12541,0.0420654,-0.0877849,0.0,999.0,2,AL,Danny Coulombe,13293,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20387&position=P"">Anthony Kay</a>",CHC,Cubs,0,0,4.55036,0,9,0,0,,13.0,55,12,7,6,1,12,6,0,1,1.43295,8.84533,4.16344,2.12453,0.966419,0.223194,0.105056,0.1181382685899734,,0.250096,0.30934,0.690582,4.11332,0.0405435,-0.041342,0.0,999.0,17,NL,Anthony Kay,20387,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16350&position=P"">Ryan Borucki</a>",CHC,Cubs,1,1,4.35086,0,27,0,1,,26.0,111,25,13,12,3,22,12,0,1,1.42173,7.74787,4.13499,1.87373,0.901711,0.19769,0.105506,0.0921841561794281,,0.249801,0.298185,0.699499,4.20054,0.0387248,0.0214291,0.0,999.0,17,NL,Ryan Borucki,16350,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=21761&position=P"">Jose Marte</a>",LAA,Angels,0,0,4.31993,0,8,0,1,,8.0,36,7,4,4,1,10,5,0,0,1.445,10.5635,5.25011,2.01205,0.925867,0.265254,0.131832,0.1334211975336074,,0.227607,0.302411,0.7128,4.01999,0.0381363,0.00659425,0.0,999.0,1,AL,Jose Marte,21761,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20231&position=P"">Zach Logue</a>",DET,Tigers,1,1,5.42169,2,5,0,0,,15.0,68,17,10,9,3,10,5,0,1,1.42711,6.0661,2.83812,2.13737,1.54512,0.152843,0.0715099,0.081333041191101,,0.274683,0.293615,0.655997,5.08343,0.0361191,-0.12278,1.0,999.0,6,AL,Zach Logue,20231,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19274&position=P"">Jacob Webb</a>",LAA,Angels,0,0,4.39402,0,9,0,1,,9.0,37,8,5,4,1,9,3,0,0,1.29889,9.11763,3.15273,2.89198,1.2753,0.236109,0.0816427,0.1544663682579994,,0.24353,0.294442,0.700179,4.11494,0.0339455,-0.0447132,0.0,999.0,1,AL,Jacob Webb,19274,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=sa3015037&position=P"">Davis Daniel</a>",LAA,Angels,0,0,4.89344,1,2,0,0,,6.0,25,6,3,3,1,5,2,0,0,1.32887,7.35375,2.78011,2.64513,1.50769,0.189135,0.0715033,0.1176320612430572,,0.257278,0.28607,0.67925,4.72294,0.0338904,0.0549733,0.0,999.0,1,AL,Davis Daniel,sa3015037,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13133&position=P"">Derek Law</a>",CIN,Reds,1,1,4.79162,0,23,0,1,,24.0,107,25,14,13,3,22,10,1,1,1.44805,8.19465,3.73803,2.19224,1.1034,0.206037,0.0939848,0.1120523139834404,,0.261742,0.312493,0.683762,4.3061,0.0330861,-0.188207,0.0,999.0,18,NL,Derek Law,13133,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15463&position=P"">José De León</a>",MIN,Twins,0,0,4.46042,0,7,0,1,,7.0,31,6,4,3,1,9,4,0,0,1.39734,11.2071,4.65642,2.4068,1.1877,0.282605,0.11742,0.1651855185627937,,0.230034,0.305535,0.710572,4.08033,0.0326724,-0.0462971,0.0,747.0599975585938,8,AL,José De León,15463,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=8223&position=P"">Brett Anderson</a>",,,0,0,5.14715,1,1,0,0,,6.0,26,7,4,3,1,3,2,0,0,1.49405,4.71026,2.95046,1.59645,1.10133,0.11838,0.0741522,0.044227972626686,,0.287694,0.306298,0.663696,4.7585,0.0323161,-0.0308512,0.0,999.0,-1,,Brett Anderson,8223,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=3281&position=P"">Joe Smith</a>",,,1,1,4.50135,0,17,0,0,,15.0,64,16,8,8,2,11,4,0,1,1.31597,6.81649,2.36121,2.88686,1.19214,0.176782,0.0612366,0.11554491892457,,0.264858,0.298283,0.684466,4.2385,0.0314969,-0.0398947,0.0,999.0,-1,,Joe Smith,3281,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=12022&position=P"">Matt Andriese</a>",LAD,Dodgers,0,0,4.74224,0,9,0,0,,13.0,58,14,8,7,2,13,4,0,1,1.32496,8.53597,2.59168,3.29361,1.36871,0.220055,0.0668126,0.1532419919967651,,0.261085,0.308188,0.678542,4.20704,0.0301475,-0.144137,0.0,999.0,22,NL,Matt Andriese,12022,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13654&position=P"">Jharel Cotton</a>",,,0,0,4.62648,0,8,0,0,,10.0,45,10,6,5,2,10,4,0,0,1.35912,9.02486,3.58131,2.51999,1.38625,0.23049,0.0914645,0.1390252262353897,,0.245656,0.292878,0.698861,4.42262,0.0300875,-0.0953832,0.0,999.0,-1,,Jharel Cotton,13654,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13424&position=P"">Drew VerHagen</a>",STL,Cardinals,2,2,4.97223,1,34,0,6,,38.0,167,39,23,21,5,32,16,1,2,1.45412,7.58243,3.69793,2.05045,1.1512,0.189991,0.0926579,0.0973328500986099,,0.263142,0.305705,0.671633,4.49972,0.0277857,-0.333575,0.0,750.6699829101562,28,NL,Drew VerHagen,13424,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19884&position=P"">Corbin Martin</a>",ARI,Diamondbacks,0,0,4.63023,0,11,0,1,,13.0,55,12,7,6,2,12,6,0,1,1.41317,8.63636,3.98032,2.16976,1.09487,0.218498,0.100701,0.1177964657545089,,0.248705,0.300877,0.691053,4.23849,0.0275845,-0.041427,0.0,750.489990234375,15,NL,Corbin Martin,19884,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16873&position=P"">Eric Stout</a>",CHC,Cubs,0,0,4.39211,0,7,0,0,,8.0,33,7,4,4,1,8,4,0,0,1.40412,9.46596,4.43072,2.13644,1.03487,0.240295,0.112475,0.1278205439448356,,0.237817,0.298734,0.703862,4.13231,0.0274664,0.00659688,0.0,999.0,17,NL,Eric Stout,16873,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23420&position=P"">Beau Sulser</a>",,,0,0,4.58558,0,3,0,0,,7.0,31,7,4,4,1,6,2,0,0,1.36944,7.77334,2.82459,2.75202,1.12686,0.19852,0.072136,0.1263835877180099,,0.264178,0.309422,0.684465,4.07756,0.0267995,-0.0457111,0.0,999.0,-1,,Beau Sulser,23420,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19266&position=P"">Taylor Widener</a>",,,0,0,4.71372,0,6,0,0,,10.0,42,9,5,5,1,9,4,0,1,1.34478,8.73775,3.40797,2.56392,1.30527,0.223199,0.087054,0.1361453011631965,,0.246695,0.293209,0.682409,4.35667,0.0259729,0.00825817,0.0,999.0,-1,,Taylor Widener,19266,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19789&position=P"">Anthony Castro</a>",WSN,Nationals,0,0,4.26714,0,7,0,0,,8.0,33,7,4,4,1,8,4,0,1,1.42524,9.1719,4.78162,1.91816,0.862429,0.231052,0.120455,0.1105968430638313,,0.234755,0.296361,0.706076,4.12798,0.0252734,0.00659688,0.0,999.0,24,NL,Anthony Castro,19789,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19264&position=P"">Thomas Hatch</a>",TOR,Blue Jays,1,0,4.68799,0,13,0,1,,15.0,67,15,9,8,2,14,5,0,1,1.34817,8.11205,3.18863,2.54406,1.26155,0.206966,0.0813529,0.1256136000156402,,0.253012,0.29574,0.680678,4.41249,0.0251831,-0.143234,0.0,999.0,14,AL,Thomas Hatch,19264,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=7274&position=P"">Craig Stammen</a>",SDP,Padres,0,0,4.16377,0,6,0,0,,7.0,30,7,4,3,1,6,1,0,0,1.22509,7.42114,1.83877,4.03593,1.20282,0.1967,0.0487371,0.1479623988270759,,0.258682,0.296912,0.696266,3.93847,0.0247029,-0.0462232,0.0,999.0,29,NL,Craig Stammen,7274,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19558&position=P"">Geoff Hartlieb</a>",MIA,Marlins,0,0,4.36442,0,7,0,1,,7.0,31,7,4,3,1,7,3,0,0,1.41703,8.49462,4.05047,2.09719,0.90569,0.21478,0.102413,0.1123671010136604,,0.249143,0.305403,0.69892,4.07274,0.0229315,-0.0462971,0.0,999.0,20,NL,Geoff Hartlieb,19558,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=23809&position=P"">Ray Kerr</a>",SDP,Padres,0,0,4.08524,0,8,0,1,,7.0,30,6,3,3,1,7,3,0,0,1.3995,9.32596,4.48651,2.07866,0.899096,0.236963,0.113998,0.1229655370116233,,0.235735,0.298254,0.720258,3.99116,0.0220764,0.0584034,0.0,999.0,29,NL,Ray Kerr,23809,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=18297&position=P"">Tyler Kinley</a>",COL,Rockies,1,1,4.93042,0,18,0,1,,17.0,77,18,10,9,2,17,8,0,1,1.45002,8.8722,3.93083,2.25708,1.25058,0.222217,0.0984531,0.1237636357545852,,0.257008,0.310284,0.682239,4.42833,0.0214492,-0.142068,0.0,750.6400146484375,19,NL,Tyler Kinley,18297,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=22913&position=P"">Francisco Morales</a>",PHI,Phillies,0,0,4.24087,0,8,0,0,,10.0,43,8,5,5,1,11,6,0,1,1.42018,10.1719,5.2149,1.95055,0.99638,0.256388,0.131444,0.1249440908432006,,0.223682,0.289957,0.719975,4.23992,0.0213757,0.00824857,0.0,999.0,26,NL,Francisco Morales,22913,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=4972&position=P"">Cole Hamels</a>",SDP,Padres,1,1,5.23188,2,3,0,0,,10.0,44,10,6,6,2,8,4,0,1,1.46025,7.42696,3.99806,1.85764,1.43729,0.185754,0.0999944,0.0857592448592186,,0.258432,0.290618,0.67344,5.07132,0.0210795,-0.00222308,1.0,750.6300048828125,29,NL,Cole Hamels,4972,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20042&position=P"">Jesus Cruz</a>",PHI,Phillies,0,0,4.20754,0,5,0,0,,6.0,25,5,3,3,1,6,3,0,0,1.37495,10.0899,4.84697,2.08169,1.08285,0.256345,0.123143,0.1332022622227668,,0.222086,0.283632,0.721303,4.25619,0.0209643,0.00494845,0.0,999.0,26,NL,Jesus Cruz,20042,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=17237&position=P"">Austin Brice</a>",ARI,Diamondbacks,0,0,4.43929,0,6,0,0,,7.0,28,6,3,3,1,6,2,0,1,1.32314,8.62747,3.42604,2.5182,1.12956,0.221232,0.0878532,0.1333790123462677,,0.243206,0.292706,0.688437,4.2004,0.0209541,0.0584544,0.0,999.0,15,NL,Austin Brice,17237,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=15451&position=P"">Mike Mayers</a>",KCR,Royals,0,1,4.84215,0,11,0,1,,13.0,55,13,7,7,2,11,4,0,1,1.39253,7.86841,3.0805,2.55427,1.27397,0.19969,0.0781791,0.1215113177895546,,0.263386,0.305786,0.676489,4.37592,0.0203904,-0.041427,0.0,999.0,7,AL,Mike Mayers,15451,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13758&position=P"">Tyler Duffey</a>",CHC,Cubs,1,1,4.74904,0,26,0,1,,27.0,115,28,15,14,4,24,9,0,1,1.37931,8.29384,3.04069,2.72762,1.30584,0.212175,0.0777878,0.134387619793415,,0.263421,0.310488,0.685674,4.3247,0.0197045,-0.134095,0.0,999.0,17,NL,Tyler Duffey,13758,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16754&position=P"">Vinny Nittoli</a>",CHC,Cubs,0,0,4.46779,0,6,0,1,,6.0,25,5,3,3,1,6,2,0,0,1.32004,9.5324,3.49133,2.73031,1.31076,0.246285,0.090204,0.1560807600617408,,0.241483,0.296206,0.698312,4.20918,0.0193303,0.00494569,0.0,999.0,17,NL,Vinny Nittoli,16754,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19231&position=P"">Caleb Baragar</a>",CLE,Guardians,0,0,4.35348,0,11,0,1,,11.0,48,10,6,5,2,11,5,0,1,1.31251,9.12,4.00471,2.27732,1.3001,0.234762,0.103087,0.1316751390695572,,0.226806,0.271098,0.709898,4.4378,0.0184864,-0.0431059,0.0,999.0,5,AL,Caleb Baragar,19231,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=14932&position=P"">Ben Lively</a>",CIN,Reds,0,0,5.26479,1,5,0,0,,7.0,32,8,4,4,1,6,3,0,0,1.43617,7.75131,3.33635,2.32329,1.49163,0.194417,0.0836816,0.110735073685646,,0.266364,0.302629,0.669521,4.83423,0.0171455,-0.00723126,0.0,999.0,18,NL,Ben Lively,14932,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=20074&position=P"">Miguel Sánchez</a>",,,0,0,4.496,0,7,0,0,,7.0,31,7,4,4,1,6,3,0,0,1.33237,8.1976,3.37923,2.42588,1.18778,0.2109,0.0869374,0.1239621639251709,,0.245832,0.289481,0.691267,4.28555,0.0170042,-0.0462971,0.0,999.0,-1,,Miguel Sánchez,20074,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16958&position=P"">Jake Jewell</a>",PHI,Phillies,0,0,4.59184,0,6,0,0,,6.0,24,6,3,3,1,5,2,0,0,1.41988,8.88609,3.5782,2.4834,1.07831,0.224425,0.0903701,0.1340548545122146,,0.26037,0.320123,0.692062,4.11453,0.0162673,0.00494569,0.0,999.0,26,NL,Jake Jewell,16958,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=3237&position=P"">T.J. McFarland</a>",NYM,Mets,0,0,4.30777,0,10,0,1,,10.0,44,11,5,5,1,7,3,0,0,1.37239,5.94113,2.61319,2.27352,0.892862,0.153252,0.0674077,0.0858447179198265,,0.271899,0.305206,0.689931,4.06553,0.0155804,0.00824281,0.0,999.0,25,NL,T.J. McFarland,3237,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=19487&position=P"">Devin Smeltzer</a>",MIA,Marlins,0,0,4.48012,0,4,0,1,,5.0,23,6,3,3,1,4,1,0,0,1.30038,7.14284,2.43538,2.93294,1.20627,0.185164,0.0631327,0.1220317780971527,,0.259199,0.294147,0.684412,4.20731,0.0134423,-0.0476916,0.0,999.0,20,NL,Devin Smeltzer,19487,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=11801&position=P"">Hansel Robles</a>",,,1,1,4.69935,0,23,0,0,,23.0,101,23,13,12,3,22,9,0,1,1.36682,8.55554,3.49454,2.44826,1.27565,0.218323,0.0891747,0.1291480883955955,,0.250089,0.296695,0.685635,4.37808,0.0133393,-0.137319,0.0,999.0,-1,,Hansel Robles,11801,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=26304&position=P"">Bryan Hoeing</a>",MIA,Marlins,0,0,4.55123,0,5,0,0,,7.0,31,8,4,4,1,5,2,0,0,1.37044,5.96902,2.57947,2.31404,0.956581,0.152995,0.066116,0.0868794023990631,,0.271394,0.303203,0.67317,4.1918,0.0127037,-0.0461201,0.0,999.0,20,NL,Bryan Hoeing,26304,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=16814&position=P"">Tim Hill</a>",SDP,Padres,2,2,4.28025,0,57,0,12,,53.0,228,55,27,25,6,33,17,1,3,1.36727,5.69101,2.83067,2.01048,0.950012,0.146277,0.0727573,0.0735196992754936,,0.266392,0.294709,0.697114,4.33296,0.012505,-0.00865477,0.0,749.3300170898438,29,NL,Tim Hill,16814,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=13190&position=P"">Jordan Weems</a>",WSN,Nationals,1,1,4.58886,0,24,0,1,,26.0,115,25,15,13,4,27,11,1,1,1.36289,9.14325,3.89049,2.35016,1.31567,0.232962,0.0991262,0.1338358074426651,,0.240057,0.288973,0.699117,4.43367,0.0120565,-0.186593,0.0,999.0,24,NL,Jordan Weems,13190,,2023-04-08 10:11:22.678872
"<a href=""statss.aspx?playerid=7836&position=P"">Hunter Strickland</a>",CIN,Reds,1,1,4.80999,0,22,0,1,,21.0,92,20,12,11,3,20,9,0,1,1.36267,8.34969,3.70639,2.25278,1.3064,0.212863,0.0944889,0.1183739677071571,,0.244551,0.28619,0.677271,4.55478,0.0116524,-0.138952,0.0,999.0,18,NL,Hunter Strickland,7836,,2023-04-08 10:11:22.678872
