"Name","Team","GS","G","IP","W","L","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Pedro Báez","HOU","0","54","54.0","3","3","0","9","52","28","9","48","22","1.37","8.01","3.70","4.61","4.79","","0.0","0.0","","999.0","5420"
"Corbin Martin","ARI","8","8","41.0","2","3","0","0","44","25","7","36","21","1.57","7.86","4.62","5.55","5.42","","0.0","0.0","","598.2","19884"
"Kaleb Ort","BOS","0","32","32.0","1","2","0","1","30","17","4","34","17","1.49","9.57","4.91","4.90","4.67","","0.0","0.0","","999.0","20061"
"Miguel Sánchez","MIL","0","34","34.0","2","2","0","1","34","18","6","32","15","1.42","8.44","3.92","4.75","4.87","","0.0","0.0","","999.0","20074"
"Isaac Mattson","BAL","0","28","28.0","1","2","0","1","27","15","5","26","13","1.44","8.50","4.20","4.97","5.10","","0.0","0.0","","999.0","20385"
"Joe Navilhon","DET","0","28","28.0","1","2","0","1","29","15","5","24","10","1.40","7.59","3.29","4.82","4.89","","0.0","0.0","","999.0","sa918459"
"Freddy Pacheco","STL","0","25","25.0","1","1","0","1","22","12","3","27","16","1.53","9.86","5.92","4.49","4.77","","0.0","0.0","","999.0","sa3006164"
"Cam Vieaux","PIT","0","10","10.0","0","1","0","1","11","6","2","8","5","1.53","7.40","4.26","5.32","5.38","","0.0","0.0","","999.0","sa873657"
"Nick Nelson","PHI","0","46","46.0","3","3","0","4","42","23","6","50","26","1.49","9.73","5.15","4.58","4.69","","0.0","0.0","","999.0","20153"
"Jordan Weems","","0","10","10.0","0","1","0","1","10","6","2","9","6","1.62","8.50","5.42","5.40","5.41","","0.0","0.0","","999.0","13190"
"Robert Broom","CLE","0","22","22.0","1","1","0","1","22","11","3","20","10","1.44","8.14","4.04","4.68","4.89","","0.0","0.0","","999.0","sa3007235"
"Buck Farmer","","0","27","27.0","1","1","0","0","27","15","4","25","12","1.46","8.35","4.05","4.86","4.93","","0.0","0.0","","999.0","14814"
"Gabe Klobosits","WSN","0","22","22.0","1","1","0","1","23","13","4","18","10","1.51","7.44","4.25","5.19","5.27","","0.0","-0.1","","999.0","19881"
"Jesus Tinoco","TEX","0","10","10.0","0","1","0","1","10","6","2","8","5","1.55","7.63","4.53","5.23","5.31","","0.0","0.0","","999.0","16300"
"Riley O'Brien","CIN","0","16","16.0","1","1","0","1","16","9","3","16","8","1.50","8.75","4.44","5.26","5.27","","0.0","0.0","","999.0","20348"
"Dillon Maples","","0","35","35.0","2","2","0","0","28","17","4","43","26","1.55","10.94","6.68","4.39","4.74","","0.0","0.0","","999.0","14672"
"Durbin Feltman","BOS","0","26","26.0","2","2","0","1","26","15","4","24","13","1.49","8.36","4.37","5.05","4.87","","0.0","0.0","","999.0","sa3007959"
"Zack Littell","SFG","0","54","54.0","2","2","0","10","50","25","7","54","22","1.33","8.97","3.59","4.23","4.30","","0.0","0.1","","599.3","15823"
"Trevor Hildenberger","SFG","0","22","22.0","1","1","0","1","22","12","3","19","10","1.49","7.97","4.20","4.83","4.64","","0.0","-0.1","","999.0","17002"
"Taylor Clarke","KCR","0","44","44.0","2","2","0","4","46","24","7","37","16","1.41","7.60","3.34","4.82","4.70","","0.0","0.0","","999.0","17611"
"Félix Peña","","0","22","22.0","1","1","0","1","22","12","4","19","8","1.38","7.89","3.36","4.75","4.76","","0.0","0.0","","999.0","13403"
"Garrett Schilling","COL","2","2","9.0","0","1","0","0","11","6","2","6","4","1.68","6.30","3.94","6.60","6.18","","0.0","0.0","","999.0","sa3004770"
"Sean Reid-Foley","NYM","0","40","40.0","2","2","0","4","35","20","6","46","23","1.44","10.30","5.07","4.46","4.58","","0.0","-0.1","","999.0","17034"
"Ashton Goudeau","COL","2","26","34.0","2","2","0","1","40","22","6","23","13","1.56","6.25","3.36","5.85","5.50","","0.0","0.0","","999.0","15139"
"Junior Guerra","","0","34","34.0","2","2","0","0","33","18","5","31","17","1.48","8.30","4.61","4.74","4.89","","0.0","0.0","","999.0","5702"
"Beau Burrows","LAD","0","8","8.0","0","1","0","1","9","5","2","7","4","1.53","7.82","4.00","5.71","5.83","","0.0","0.0","","999.0","18873"
"Ryan Burr","CHW","0","46","46.0","3","3","0","6","44","24","7","42","24","1.49","8.30","4.69","4.72","4.86","","0.0","0.0","","999.0","17536"
"Elvin Rodriguez","DET","0","14","14.0","1","1","0","1","15","8","3","11","6","1.48","7.14","3.68","5.41","5.35","","0.0","0.0","","999.0","sa873437"
"Collin Snider","KCR","0","26","26.0","1","2","0","1","29","15","4","18","10","1.49","6.17","3.45","5.09","4.96","","0.0","0.0","","999.0","sa3004093"
"Shelby Miller","","0","18","18.0","1","1","0","0","18","10","3","16","10","1.55","8.24","4.88","5.18","5.10","","0.0","0.0","","999.0","10197"
"Eric Yardley","","0","30","30.0","1","1","0","1","34","16","4","18","11","1.49","5.45","3.26","4.84","4.90","","0.0","0.0","","999.0","15538"
"Sam Moll","OAK","0","56","56.0","2","2","0","10","51","26","6","55","28","1.41","8.89","4.55","4.19","4.39","","0.0","0.1","","999.0","14874"
"Eric Hanhold","PIT","0","40","40.0","2","2","0","1","42","22","6","32","18","1.50","7.21","4.09","4.98","4.86","","0.0","-0.1","","999.0","18332"
"Joey Krehbiel","BAL","0","48","48.0","2","3","0","6","48","27","9","45","21","1.44","8.53","3.96","5.13","5.22","","0.0","-0.1","","999.0","13707"
"Yoan Aybar","COL","0","10","10.0","1","1","0","1","11","7","2","8","7","1.83","7.32","6.43","6.40","6.15","","0.0","-0.1","","999.0","sa829086"
"Andrew Miller","","0","56","56.0","2","2","0","0","54","28","8","56","26","1.42","9.03","4.15","4.47","4.71","","0.0","0.0","","999.0","6785"
"Chasen Shreve","","0","42","42.0","2","2","0","0","40","22","7","41","20","1.44","8.70","4.35","4.79","4.98","","0.0","-0.1","","999.0","10855"
"Brandon Workman","","0","37","37.0","2","2","0","0","35","19","5","38","21","1.51","9.25","5.19","4.65","4.83","","0.0","0.0","","999.0","11428"
"Matt Peacock","ARI","0","36","36.0","2","2","0","1","41","19","5","23","14","1.51","5.86","3.48","4.86","4.79","","0.0","-0.1","","999.0","20339"
"Nick Snyder","TEX","0","44","44.0","2","3","0","5","42","23","7","44","22","1.45","9.04","4.44","4.63","4.72","","0.0","0.0","","999.0","23493"
"Graham Spraker","TOR","0","25","25.0","1","1","0","1","26","14","4","21","11","1.47","7.67","3.95","5.08","5.12","","0.0","0.0","","999.0","sa3004024"
"Jordan Sheffield","COL","0","48","48.0","2","3","0","6","49","29","8","45","27","1.60","8.41","5.15","5.53","5.30","","0.0","-0.1","","999.0","19682"
"Jacob Webb","ATL","0","60","60.0","5","4","0","12","57","30","9","61","25","1.37","9.14","3.77","4.47","4.47","","0.0","0.0","","999.0","19274"
"Kyle Tyler","LAA","0","42","42.0","2","2","0","3","43","22","6","34","16","1.41","7.20","3.47","4.69","4.82","","0.0","-0.1","","999.0","22092"
"Erasmo Ramírez","","0","30","30.0","1","2","0","0","32","17","5","23","9","1.39","6.76","2.83","5.05","4.99","","-0.1","-0.1","","999.0","10314"
"Brandon Kintzler","","0","42","42.0","2","2","0","0","46","22","6","30","14","1.44","6.47","3.05","4.75","4.85","","-0.1","-0.1","","999.0","9939"
"Jason Foley","DET","0","38","38.0","1","2","0","1","39","20","5","31","18","1.52","7.24","4.36","4.82","4.92","","-0.1","0.0","","999.0","19531"
"Justin Garza","CLE","0","16","16.0","1","1","0","1","16","10","3","15","9","1.56","8.41","5.01","5.47","5.45","","-0.1","0.0","","999.0","19784"
"Joey Wentz","DET","10","10","47.0","2","3","0","0","50","29","9","38","25","1.58","7.26","4.70","5.58","5.66","","-0.1","0.0","","999.0","sa917946"
"Tyler Kinley","COL","0","62","62.0","2","3","0","12","62","37","11","63","31","1.49","9.17","4.47","5.30","5.01","","-0.1","-0.1","","999.0","18297"
"Miguel Romero","OAK","0","32","32.0","1","2","0","1","33","17","5","24","14","1.47","6.78","3.83","4.83","4.96","","-0.1","0.0","","999.0","sa3003109"
"Sam Hentges","CLE","2","52","58.0","2","3","0","9","58","31","9","56","27","1.48","8.64","4.24","4.77","4.78","","-0.1","-0.1","","999.0","18548"
"Steve Cishek","","0","71","71.0","3","2","0","0","68","36","9","64","36","1.46","8.07","4.50","4.52","4.72","","-0.1","0.1","","999.0","6483"
"Jordan Holloway","MIA","0","38","38.0","2","3","0","3","35","20","5","36","24","1.55","8.57","5.60","4.76","4.87","","-0.1","-0.1","","999.0","20631"
"Wes Benjamin","","2","12","19.0","1","1","0","1","21","12","4","14","8","1.58","6.88","4.07","5.86","5.91","","-0.1","-0.1","","999.0","19243"
"Josh Tomlin","","0","45","45.0","2","2","0","0","51","26","9","34","8","1.31","6.86","1.63","5.11","4.97","","-0.1","-0.1","","999.0","9388"
"Yusmeiro Petit","","0","75","75.0","4","4","0","0","79","39","13","51","17","1.28","6.08","2.02","4.72","4.81","","-0.1","-0.2","","600.9","4020"
"Taylor Widener","ARI","0","46","46.0","2","2","0","6","45","25","8","47","21","1.43","9.19","4.05","4.99","4.97","","-0.1","-0.1","","600.2","19266"
"Albert Abreu","NYY","0","42","42.0","2","2","0","1","40","24","7","44","24","1.53","9.42","5.22","5.07","5.13","","-0.1","-0.1","","999.0","17485"
"Hunter Stratton","PIT","0","48","48.0","2","3","0","6","45","27","6","46","29","1.56","8.56","5.53","4.98","4.99","","-0.1","-0.1","","999.0","sa3004216"
"Jimmy Herget","LAA","0","52","52.0","3","3","0","6","50","28","9","51","24","1.43","8.89","4.17","4.84","4.95","","-0.1","-0.1","","999.0","17556"
"Paul Campbell","MIA","0","44","44.0","2","3","0","1","46","24","7","34","16","1.42","7.05","3.31","4.89","4.92","","-0.1","-0.1","","999.0","22248"
"Felix Bautista","BAL","0","38","38.0","2","3","0","1","35","23","6","40","26","1.62","9.54","6.18","5.38","5.51","","-0.1","-0.1","","999.0","sa737480"
"AJ Ramos","","0","48","48.0","2","2","0","0","47","28","9","47","24","1.48","8.89","4.50","5.20","5.24","","-0.1","-0.1","","999.0","8350"
"Rony García","DET","3","25","39.0","2","2","0","1","41","24","8","33","17","1.49","7.67","3.84","5.52","5.48","","-0.1","0.0","","999.0","20430"
"Yency Almonte","","0","37","37.0","2","2","0","0","38","21","6","34","19","1.53","8.39","4.65","5.10","5.11","","-0.1","-0.1","","999.0","15068"
"Alexander Vizcaíno","CHC","0","24","24.0","1","1","0","1","25","15","4","20","14","1.62","7.36","5.14","5.56","5.57","","-0.1","-0.1","","999.0","sa920272"
"Nick Mears","PIT","0","56","56.0","3","3","0","9","53","29","8","57","28","1.44","9.23","4.42","4.68","4.69","","-0.1","-0.1","","999.0","25376"
"Dan Winkler","","0","48","48.0","2","2","0","0","44","26","7","49","27","1.48","9.16","5.01","4.86","5.02","","-0.1","-0.1","","999.0","12237"
"Anderson Severino","CHW","0","24","24.0","1","2","0","1","24","14","4","23","17","1.70","8.47","6.42","5.35","5.73","","-0.1","-0.1","","999.0","sa838671"
"Ryan Helsley","STL","0","60","60.0","4","4","0","13","54","29","8","61","30","1.41","9.18","4.56","4.39","4.57","","-0.1","0.0","","999.0","18138"
"Austin Voth","WSN","0","63","63.0","3","4","1","16","64","34","12","61","23","1.37","8.78","3.26","4.87","4.84","","-0.1","-0.2","","600.4","15047"
"T.J. McFarland","STL","0","55","55.0","3","3","0","10","59","26","7","35","18","1.40","5.78","3.00","4.30","4.53","","-0.1","0.0","","999.0","3237"
"Yennsy Díaz","NYM","0","33","33.0","2","2","0","1","34","19","6","28","15","1.49","7.62","4.22","5.18","5.41","","-0.1","-0.1","","999.0","20218"
"Demarcus Evans","TEX","0","40","40.0","2","2","2","3","36","21","7","45","23","1.47","10.09","5.08","4.83","4.92","","-0.1","-0.1","","600.6","21087"
"Matt Bush","TEX","0","32","32.0","1","1","0","1","33","19","6","32","16","1.51","8.88","4.39","5.43","5.24","","-0.1","-0.1","","999.0","1246"
"Ervin Santana","","0","38","38.0","1","2","0","0","41","23","7","31","13","1.43","7.31","3.15","5.37","5.21","","-0.1","-0.1","","999.0","3200"
"Grant Holmes","OAK","0","44","44.0","2","2","0","3","44","23","6","37","19","1.44","7.59","3.94","4.71","4.81","","-0.1","-0.1","","999.0","sa828669"
"Scott Effross","CHC","0","61","61.0","4","4","1","17","63","32","9","52","19","1.35","7.71","2.82","4.65","4.60","","-0.1","-0.1","","600.8","18384"
"Dennis Santana","TEX","0","48","48.0","2","3","0","8","46","25","7","48","25","1.47","8.99","4.61","4.76","4.72","","-0.1","-0.1","","999.0","17878"
"Tyler Clippard","","0","60","60.0","3","3","0","0","58","32","12","57","21","1.32","8.55","3.13","4.86","5.05","","-0.1","-0.1","","600.8","5640"
"Caleb Baragar","SFG","0","36","36.0","2","2","0","1","36","21","6","31","18","1.50","7.70","4.59","5.23","5.40","","-0.1","-0.1","","999.0","19231"
"Nick Neidert","MIA","2","36","42.0","2","3","0","1","46","24","7","29","18","1.50","6.26","3.75","5.19","5.36","","-0.1","-0.1","","999.0","18699"
"Josh Rogers","WSN","15","23","91.0","4","7","0","1","108","60","20","57","30","1.51","5.63","2.91","5.89","5.88","","-0.1","-0.4","","600.8","18510"
"Justin Lawrence","COL","0","42","42.0","3","3","0","3","45","26","6","36","27","1.71","7.79","5.75","5.64","5.27","","-0.1","-0.1","","999.0","17639"
"Duane Underwood Jr.","PIT","0","70","70.0","3","4","0","14","71","36","10","65","30","1.43","8.34","3.80","4.69","4.66","","-0.1","-0.2","","999.0","14677"
"Jake Woodford","STL","6","38","68.0","3","4","0","1","71","38","12","51","28","1.46","6.74","3.75","5.08","5.34","","-0.1","-0.1","","598.6","18674"
"Chase Anderson","TEX","19","19","94.0","4","7","0","0","103","59","20","72","37","1.48","6.86","3.53","5.64","5.72","","-0.1","-0.2","","999.0","6895"
"Anthony Banda","PIT","0","62","62.0","3","4","1","14","63","32","9","53","26","1.44","7.72","3.74","4.66","4.74","","-0.1","-0.3","","999.0","14706"
"Phillips Valdez","BOS","0","44","44.0","2","2","0","4","47","25","6","38","22","1.55","7.77","4.45","5.17","5.02","","-0.1","-0.1","","999.0","15605"
"J.B. Bukauskas","ARI","0","52","52.0","2","3","0","9","50","28","7","50","29","1.52","8.67","4.94","4.77","4.78","","-0.1","-0.1","","600.5","20491"
"J.C. Mejía","MIL","3","45","57.0","3","4","0","3","59","33","10","51","26","1.49","8.00","4.11","5.23","5.30","","-0.2","-0.1","","999.0","20617"
"Joe Barlow","TEX","0","66","66.0","3","3","24","4","58","34","10","72","36","1.43","9.76","4.93","4.63","4.71","","-0.2","-0.2","","222.6","22296"
"Lucas Gilbreath","COL","0","54","54.0","3","3","0","9","58","33","8","50","30","1.62","8.29","5.00","5.46","5.16","","-0.2","-0.1","","596.4","21290"
"Kyle Funkhouser","DET","0","64","64.0","4","5","0","15","62","34","8","61","35","1.51","8.54","4.93","4.72","4.76","","-0.2","0.0","","999.0","19456"
"Ralph Garza Jr.","MIN","0","54","54.0","3","3","0","9","54","30","9","50","25","1.46","8.39","4.14","4.95","4.96","","-0.2","-0.2","","999.0","17682"
"Bryan Garcia","DET","0","42","42.0","2","3","0","3","45","25","7","32","20","1.56","6.89","4.39","5.37","5.42","","-0.2","-0.2","","999.0","19457"
"Jhoulys Chacín","COL","0","66","66.0","3","4","0","13","71","40","11","56","28","1.50","7.60","3.78","5.41","5.07","","-0.2","-0.2","","999.0","2608"
"Bryan Shaw","","0","72","72.0","4","5","0","0","71","38","10","65","35","1.47","8.13","4.32","4.70","4.71","","-0.2","-0.1","","597.8","8110"
"Caleb Smith","ARI","0","65","65.0","3","4","2","13","59","35","12","72","30","1.38","9.91","4.22","4.86","4.90","","-0.2","-0.2","","589.3","14875"
"Domingo Tapia","KCR","0","66","66.0","3","4","1","13","67","35","9","54","33","1.51","7.42","4.48","4.82","4.81","","-0.3","0.0","","999.0","12178"
"Dan Straily","ARI","18","18","100.0","4","8","0","0","114","66","22","74","39","1.52","6.61","3.48","5.92","5.83","","-0.4","-0.3","","570.5","9460"
"Andres Machado","WSN","0","60","60.0","2","3","0","13","62","35","10","52","27","1.49","7.73","4.08","5.21","5.25","","-0.4","-0.4","","999.0","14681"
"Anthony Gose","CLE","0","58","58.0","4","7","0","0","51","38","9","71","51","1.75","10.97","7.88","5.91","5.58","","-0.7","-0.8","","601.0","5097"
